# Urdu word -> Roman spelling, from the aligned region of
# Roman-Urdu-Parl. Built by scripts/build_translit_dict.py (ADR-014).
# Do not rebuild from the whole corpus: 90% of it is misaligned.
urdu	roman
جتوئی	jtoyi
جتوائے	jitwaye
جتوایا	jtwaya
جتک	jatak
جتے	jte
جثہ	jassa
جج	judge
ججز	service
ججوں	jajon
جحت	jihat
جحش	jahsh
جد	jadd
جدا	judda
جدائی	judai
جدال	jaddal
جدامجد	jadd-e-amjad
جداگانہ	judaghana
جدت	jiddat
جدل	jadal
جدلیات	jdlyat
جدو	jaddo
جدوجہد	jad-o-jehad
جدول	jadole
جدون	jadoon
جدوں	jaddon
جديد	jadeed
جدھر	jidhar
جدہ	jd_h
جدی	jaddi
جدید	jadeed
جدیدیت	jdidit
جذام	jazam
جذب	jazb
جذبات	jazbaat
جذباتی	jazbati
جذباتیت	jazbatiat
جذبوں	jazbun
جذبہ	jazba
جذبۂ	jazba
جذبے	jazbay
جذر	jazar
جر	jr
جرأت	jurrat
جرا	jaraa
جرائد	jrayd
جرائم	juraim
جرات	jurrat
جراثیم	jaraseem
جراثیمی	jarasimi
جراحت	jarahat
جراحی	jarrahi
جرثوموں	jrsomon
جرثومہ	jarsooma
جرثومے	jrsome
جرجان	jarjan
جرح	jarah
جرزی	jrzi
جرسی	jarsi
جرم	jurm
جرمانہ	jurmana
جرمن	german
جرمنوں	jrmnon
جرمنی	germany
جرموں	jrmon
جرنل	journal
جرنلسٹ	journalist
جرنلسٹس	journalists
جرنی	journey
جرنیل	jarnail
جرنیلوں	jrnilon
جرنیلی	jrnili
جرگوں	jrgon
جرگہ	jirgah
جرگے	jrge
جری	jarry
جریب	jareb
جریدوں	jareedon
جریدہ	jareeda
جریدے	jareeday
جریر	jarir
جز	juz
جزئیات	juzziyat
جزا	jaza
جزائر	jazair
جزائے	jzaye
جزر	jazr
جزم	jzm
جزو	jazo
جزوقتی	jzoqti
جزوی	juzwi
جزویات	juzwiyaat
جزيرہ	jazeera
جزیات	jzyat
جزیروں	jazero
جزیرہ	jazeera
جزیرۂ	jazeera
جزیرۃ	jazeera
جزیرے	jazeeray
جزیہ	jaziya
جس	jis
جسارت	jasaarat
جسام	jusaam
جسامت	jasamat
جست	jist
جستجو	justojoo
جستہ	jastah
جسد	jsd
جسطرح	jistarah
جسقم	jsqm
جسلہ	jslh
جسلے	jsle
جسم	jism
جسمانی	jismani
جسموں	jismon
جسميں	jsmin
جسمیں	jismen
جسونت	jaswant
جسٹ	just
جسٹس	justice
جسٹن	jstn
جسکا	jiska
جسکو	jisko
جسکي	jiski
جسکی	jiski
جسکے	jisske
جسی	jasy
جسیم	jaseem
جسے	jisay
جشن	jashnn
جعفر	jaffer
جعفرصادق	jafrsadq
جعفری	jafferi
جعفریہ	jafrih
جعل	ja-al
جعلی	jaali
جغرافيائي	geographiyai
جغرافیائی	geographiyai
جغرافیہ	geographiya
جغرافیے	jghrafie
جفا	jfaa
جفاکش	jafakash
جفت	juft
جل	jal
جلا	jala
جلاؤ	jalao
جلائو	jlayo
جلائی	jalayi
جلائے	jalaaye
جلابی	jalaabi
جلاتا	jalataa
جلاتی	jalatii
جلاتے	jalatay
جلاد	jallad
جلادی	jalaadee
جلادیا	jladya
جلاس	jlas
جلال	jalal
جلالت	jalalat
جلالپور	jlalpor
جلالپوری	jalalpuri
جلالی	jalali
جلانا	jalana
جلانے	jalanay
جلاوطن	jalaa-watan
جلاوطنی	ya
جلاکر	hila
جلایا	jalaya
جلتا	jalta
جلتی	jalti
جلتے	jaltay
جلد	jald
جلدبازی	jaldbazi
جلدوں	jldon
جلدی	jaldi
جلدیں	jldin
جلس	jls
جلسوں	jalson
جلسہ	jalsa
جلسۂ	jalsa
جلسے	jalsay
جلن	jalan
جلنا	jalna
جلندھر	jlndhr
جلنے	julne
جلو	jalo
جلوا	jlwa
جلوت	jilwat
جلوس	juloos
جلوسوں	jloson
جلوہ	jalva
جلوۂ	jalva
جلوے	jalwey
جلی	jali
جلیس	jalis
جلیل	jallel
جلیلہ	jalila
جلے	jalay
جم	jim
جما	jama
جمائی	jamai
جمائے	jamaye
جماد	jamaad
جمادی	jamadi
جمار	jmar
جماع	jamaa
جماعت	jamaat
جماعتوں	jamaaton
جماعتی	jamati
جماعتیں	jamaten
جماعیتں	jmaaytn
جمال	jamal
جمالو	jamalou
جمالی	jmali
جمالیا	jmalya
جمالیات	jamaliaat
جمالیاتی	jamaliati
جمانا	jamana
جمانہ	jamana
جمانے	jamanay
جمبو	jmbo
جمتی	jmti
جمخانہ	jmkhanh
جمرات	jmrat
جمرود	jmrod
جمرہ	jamra
جمشید	jamsheed
جمشیدپور	jmshidpor
جمع	jama
جمعدار	jamadaar
جمعرات	jumaraat
جمعيت	jamiat
جمعہ	jummay
جمعیت	jamiat
جمعے	jummey
جمل	jamal
جملوں	jumlon
جملہ	jumla
جملے	jumlay
جمن	jaman
جمنا	jamna
جمناسٹک	jimnastik
جمنیزیم	jmnizim
جمنے	jamnay
جمهور	jmhor
جمو	jmo
جمود	jamood
جموں	jammu
جمپ	jmp
جمگھٹ	jumghat
جمہو	iqtidaar
جمہور	jamhoor
جمہوريہ	jamhooria
جمہوری	jamhoori
جمہوریت	jamhoriat
جمہوریتوں	jmhoriton
جمہوریہ	jamhooria
جمہوریۂ	jamhooria
جمہویت	jmhoyt
جمی	jami
جمیعت	jamiat
جمیل	jameel
جمیلہ	jamila
جمیکا	jmika
جمیکن	jmikn
جمے	jamay
جن	jin
جنا	jina
جناب	janab
جنابت	janabat
جنات	jaanat
جناتی	jinnati
جناح	jinah
جنازہ	janaza
جنازے	janazay
جنان	janaan
جنبش	junbish
جنبی	jnbi
جنت	jannat
جنتا	jnta
جنتادل	jntadl
جنتر	jantar
جنتری	jantari
جنتہ	jnt_h
جنتی	janati
جنجال	janjaal
جنجوعہ	jnjoah
جند	jind
جنداللہ	jndallh
جندی	jandi
جنر	jnr
جنرل	general
جنریشن	genration
جنریٹر	generator
جنس	jins
جنسوں	jnson
جنسی	jinsi
جنسیت	jinsiat
جنم	janam
جننے	jan'nay
جنوب	junoob
جنوبي	janoobi
جنوبی	janoobi
جنوری	january
جنون	junoon
جنونی	junooni
جنوں	junoo
جنڈ	gend
جنکا	jnka
جنکشن	jnkshn
جنکو	web
جنکی	jinki
جنکے	jinke
جنگ	jung
جنگجو	jangju
جنگجوؤں	jungjuon
جنگجوں	jngjon
جنگل	jungle
جنگلات	janglaat
جنگلاتی	jnglati
جنگلوں	junglon
جنگلی	jungli
جنگلے	janglay
جنگو	jingo
جنگوں	jangoo
جنگی	jungi
جنگیوں	jngyon
جنگیں	jaanghein
جنھوں	jinhon
جنھیں	jinhen
جنہوں	jinhon
جنہيں	jinhein
جنہیں	jinhein
جنیاتی	jnyati
جنید	junaid
جنیدی	jnidi
جنیدیہ	jnidih
جنیرو	jniro
جنین	janeen
جنیوا	geneva
جنے	hamaray
جو	jo
جوآن	joaan
جوؤں	joon
جوئل	joel
جوئی	joi
جوئیوں	joyyon
جوئیں	joyen
جوئے	juye
جوا	juaa
جوائس	joyous
جوائن	join
جوائنٹ	joint
جوائے	joy
جواب	jawab
جوابات	jawabaat
جوابدہ	jwabd_h
جوابی	jawabi
جواد	jawad
جوار	jawar
جواز	juwaz
جواس	jwas
جوالہ	jwaala
جوان	jawan
جوانسانی	jwansani
جوانمرد	jawanmard
جوانمردی	jawanmardi
جوانوں	jawanu
جوانہوں	jo
جوانی	jawani
جواں	jawaa
جواہر	javaahiir
جواہرات	jawahraat
جوب	job
جوبات	jobat
جوبلی	jubilee
جوبن	joban
جوتا	joota
جوتش	jotish
جوتوں	jooton
جوتی	jooti
جوتیاں	jotiyan
جوتیوں	jootion
جوتے	jootay
جوج	juj
جود	jod
جودو	jodo
جودھا	jodha
جودھپور	jodhpor
جودہ	jod_h
جودی	jodi
جور	jor
جورج	jorj
جورو	joru
جورڈن	jordan
جوری	jori
جوزجان	jozjan
جوزف	joseph
جوزی	jozi
جوس	juice
جوش	josh
جوشاندے	joshandey
جوشخص	joshkhs
جوشی	joshi
جوشیلی	joshili
جوشیلے	josheelay
جوق	joq
جول	jol
جولا	joola
جولائی	july
جولان	jolan
جولاہا	jolaha
جولاہے	jolahay
جولز	joelz
جولی	anjilina
جولیا	jolia
جولیس	jolis
جولین	julian
جولیو	jolyo
جوم	joom
جون	june
جونئیر	junior
جونا	joona
جوناگڑھ	jonagrhh
جونز	jones
جونپور	jonpor
جونک	jonk
جونگ	jong
جونہی	jounhi
جونی	joni
جونیئر	junior
جونیجو	junejo
جونیر	jonir
جوٹ	jott
جوٹھے	joothe
جوپاکستان	jopakstan
جوڈ	jod
جوڈا	joda
جوڈو	jodo
جوڈیشل	juditional
جوڈیشیل	jodishil
جوڑ	joor
جوڑا	jora
جوڑتی	judte
جوڑتے	jorhte
جوڑدیا	jorhdya
جوڑنا	jorna
جوڑنے	jornay
جوڑوں	joron
جوڑی	jori
جوڑیاں	jorhyan
جوڑیں	jorhin
جوڑے	jore
جوکر	joker
جوکچھ	jokchh
جوکھم	jokham
جوکہ	jo
جوگی	jogi
جوں	jon
جوھر	johr
جوہانسبرگ	johnsburg
جوہر	johar
جوہروں	johron
جوہری	johri
جوہڑ	johar
جوہڑوں	johrhon
جوہی	juhi
جویا	joya
جویریہ	juwairia
جيت	jeet
جيسا	jaissa
جيسے	jaisay
جٹ	jit
جٹاں	jtan
جٹہ	jt_h
جپ	jp
جپسی	gypsy
جچا	jacha
جچے	jche
جڑ	jarr
جڑا	jura
جڑاؤ	jurao
جڑانوالہ	jaranwala
جڑنا	jurna
جڑنے	jurne
جڑوا	jurwa
جڑواں	jurwan
جڑوں	jaroon
جڑی	jari
جڑیں	jarrain
جڑے	jurey
جکارتہ	jakarta
جکڑ	jakar
جکڑا	jakra
جکڑنا	jakarna
جکڑی	jakri
جکڑے	jakray
جکھرانی	jkhrani
جکھڑ	jkhrh
جگ	jug
جگا	jaga
جگائے	jagaaye
جگاتی	jagati
جگاتے	jagatay
جگانا	jagana
جگانے	jaganay
جگاڑ	jugar
جگایا	jagaya
جگت	jugat
جگدیش	jagadish
جگر	jigar
جگری	jigaree
جگمگا	jagmaga
جگمگاتا	jagmagata
جگمگاتی	jagmagati
جگمگاتے	jagmagaty
جگن	jgn
جگنو	jugno
جگوں	jagon
جگہ	jagah
جگہوں	jaghon
جگہیں	jaghen
جگے	jagay
جں	jn
جھ	jh
جھا	jha
جھارکھنڈ	jharkhnd
جھالا	jhala
جھالاوان	jhalawan
جھام	jhaam
جھانسی	jhansi
جھانک	jhaank
جھانکنے	jhanknay
جھاڑ	jhaad
جھاڑو	jharoo
جھاڑکھنڈ	jharhkhnd
جھاڑی	jhaari
جھاڑیاں	jhariyan
جھاڑیوں	jharion
جھجک	jhijak
جھرمٹ	jhurmat
جھرنوں	jharnon
جھرنے	jharney
جھروکوں	jharokoon
جھروکے	jharoke
جھرک	jhrk
جھریاں	jhuriyan
جھلس	jhulas
جھلسا	jhalsa
جھلستی	jhulasti
جھلستے	jhulastey
جھلک	jhalak
جھلکتا	jhalakta
جھلکتی	jhalakti
جھلکتے	jhalakte
جھلکی	jhalki
جھلکیاں	jhalkiyan
جھلکیوں	jhlkyon
جھلی	jhilli
جھمرا	jhmra
جھمرہ	jhmrh
جھمکا	jhumka
جھن	jhan
جھنجوڑ	jhnjorh
جھنجھلاہٹ	jhnjhlaht
جھنجھوڑ	jhinjhod
جھنجھوڑتے	janjhortay
جھنم	jahannum
جھنڈ	jhund
جھنڈا	jhanda
جھنڈو	jhndo
جھنڈوں	jhndon
جھنڈی	jhandi
جھنڈیاں	jhandiyan
جھنڈے	jhanday
جھنکار	jhankaar
جھنگ	jhng
جھنگوی	jhangvi
جھول	jhool
جھولنا	jhoolna
جھولی	jholi
جھولے	jhulay
جھومتی	jhoomti
جھومتے	jhomtay
جھومر	jhoomr
جھونپڑی	jhonpari
جھونپڑیوں	jhonprhyon
جھونک	jhonk
جھونکا	jhaunka
جھونکوں	jhonkon
جھوٹ	jhoot
جھوٹا	jhoota
جھوٹی	jhooti
جھوٹے	jhutay
جھوک	jhok
جھٹ	jhat
جھٹلا	jhutla
جھٹلاؤ	jhutlao
جھٹلاتے	jutlatay
جھٹلانا	jutlana
جھٹلانے	jhutlanay
جھٹلایا	jhtlaya
جھٹکا	jhatka
جھٹکوں	jhatkon
جھٹکے	jhatkay
جھپٹ	jhapat
جھپٹنا	jhapatna
جھپکتے	jhapakty
جھڑ	jhar
جھڑنا	jharna
جھڑپ	jharap
جھڑپوں	jharpon
جھڑپيں	jharpen
جھڑپیں	jharpen
جھڑکیاں	jharkiyan
جھک	jhuk
جھکا	jhuka
جھکاؤ	jhukao
جھکانے	jhukanay
جھکتی	jhukti
جھکنے	jhuknay
جھکوا	jhkwa
جھکڑ	jhakar
جھکی	jhuki
جھگڑا	jhagra
جھگڑنا	jhagarna
جھگڑوں	jhagron
جھگڑے	jhagrre
جھگی	jhuggi
جھگیاں	jhgyan
جھیل	jheel
جھیلا	jheela
جھیلتے	jheltay
جھیلنا	jhelna
جھیلنی	jheelni
جھیلنے	jhilne
جھیلوں	jheelon
جھیلیں	jhelen
جھینگوں	jhingon
جھے	jhe
جہ	j_h
جہا	j_ha
جہات	j_hat
جہاد	jehaad
جہادی	j_hadi
جہاز	jahaaz
جہازرانی	j_hazrani
جہازوں	jahazoo
جہازی	jahazi
جہالت	jahalat
جہان	jahan
جہانداد	j_handad
جہاندار	jahandar
جہاندیدہ	j_handid_h
جہانزیب	jahanzeb
جہانوں	jahanon
جہانگیر	jahangir
جہانگیری	j_hangiri
جہانیاں	jahanian
جہاں	jahan
جہت	jahat
جہتوں	jehton
جہتی	jehti
جہتیں	j_htin
جہد	jehed
جہدوجہد	j_hdoj_hd
جہر	jahr
جہل	jeehal
جہلم	jehlum
جہنم	jahannum
جہیز	jahez
جی	jee
جیا	jiya
جیالوں	jyalon
جیالے	jayalay
جیان	jayan
جیب	jaib
جیبی	jaibi
جیت	jeet
جیتا	jeeta
جیتتی	jitti
جیتنا	jeetna
جیتنے	jeetnay
جیتی	jeeti
جیتیں	jiiten
جیتے	jeetay
جیجو	jiju
جید	jayyad
جیرالڈ	jerald
جیرمی	jirmi
جیری	jerry
جیزہ	jiza
جیسا	jaissa
جیسانی	jisani
جیساکہ	jisak_h
جیسس	jiss
جیسلمیر	jislmir
جیسمین	jismin
جیسن	jason
جیسپر	jasper
جیسکا	jiska
جیسی	jaisi
جیسے	jaisay
جیسےمسیحیت	jaisay
جیش	jaish
جیف	jeff
جیفرسن	jifrsn
جیل	jail
جیلان	jeelan
جیلانی	jelani
جیلوں	jailon
جیلی	jelly
جیلیں	jilin
جیم	jam
جیمز	james
جیمس	james
جیمی	jimi
جین	jain
جینا	jeena
جینز	jeans
جینس	jeans
جینو	jinw
جینوا	jinwa
جینٹ	jint
جینٹل	gentle
جینی	jeeny
جینیات	jinyat
جینیاتی	jeneati
جینیرو	jiniro
جینیس	jinis
جینے	jeeney
جیو	geo
جیوا	jiwa
جیوانی	jiwani
جیوت	jyot
جیوتی	jyoti
جیوری	jeori
جیوش	jyosh
جیول	jewel
جیولری	jewelry
جیولوجیکل	jyolojikl
جیومیٹری	geometry
جیون	jevan
جیونا	jevana
جیوگرافک	jyografk
جیٹ	jet
جیپ	jeep
جیک	jack
جیکب	jacob
جیکروں	jikron
جیکسن	jackson
جیکٹ	jacket
جیکٹیں	jiktin
جیکی	jacky
جیگوار	jigwar
جیہ	jeh
جیے	jie
جے	jay
جےسوریا	surya
جےپور	jaipur
ح	h
حئی	hyi
حا	ha
حائر	haiir
حائل	haail
حاتم	tatim
حاج	haaj
حاجات	hajat
حاجب	hajab
حاجت	haajat
حاجتیں	hajtein
حاجی	haaji
حاجیوں	hajion
حاد	had
حادث	ilm
حادثات	hadsaat
حادثاتی	hadsati
حادثوں	hadso
حادثہ	haadsa
حادثے	haadsay
حادہ	hadah
حاذق	hazq
حاران	haraan
حارث	haris
حارثہ	harisa
حارجہ	harj_h
حارس	haras
حارہ	harah
حاسب	hasib
حاسد	haasid
حاسدانہ	hasdanh
حاسدوں	haasidon
حاشیہ	hashia
حاشیے	hashiye
حاصل	haasil
حاصلات	haslaat
حاصلی	hasili
حاضر	haazir
حاضرات	hazraat
حاضرہ	hazrh
حاضری	haazri
حاضرین	hazreen
حاظر	hazr
حافط	hafit
حافظ	hafiz
حافظہ	hafza
حافظے	hafzay
حال	haal
حالا	hala
حالات	halaat
حالانکہ	halaank
حالت	haalat
حالتوں	halaton
حالتیں	halatain
حالی	haali
حالیہ	haliya
حام	haam
حامد	hamid
حامدی	hamdi
حامل	haamil
حاملہ	haamla
حامی	haami
حامیوں	hamion
حان	han
حانث	haniss
حانہ	hannah
حاوی	haawi
حاکم	haakim
حاکمانہ	hakimana
حاکموں	hakmon
حاکمہ	hakima
حاکمیت	hakmiyat
حب	hub
حباب	habab
حبرون	habron
حبس	habs
حبش	habsh
حبشہ	habsha
حبشی	habshi
حبشیوں	habshiyon
حبل	habal
حبيب	habib
حبیب	habib
حبیبہ	habiba
حبیبی	hbibi
حتف	htf
حتمی	hatmi
حتی	hatta
حثیت	hsit
حج	hajj
حجاب	hijaab
حجابات	hjabat
حجاج	hajjaj
حجار	hajjar
حجاز	hijaz
حجازی	hijazi
حجام	hajjaam
حجت	hujjat
حجر	hijr
حجرہ	hujra
حجری	hajri
حجرے	hujray
حجم	hajam
حجی	hajii
حجیم	hjim
حد	hadd
حدت	hiddat
حدتک	hdtk
حددود	hddod
حدف	hadaf
حدود	hudood
حدوں	hado
حديث	hadees
حدی	haddy
حدیبیہ	hadibiya
حدیث	hadees
حدید	hadid
حدیقہ	hadeeqah
حدیں	hade
حذب	laaye
حذف	hazf
حذیفہ	hzifh
حر	hur
حرا	hara
حرارت	hararat
حرارتی	hararti
حرارہ	hararah
حراری	hrari
حراست	hirasat
حراستوں	hraston
حرام	haraam
حرامی	harami
حرب	harb
حربوں	hrbon
حربہ	harba
حربی	herbi
حربے	harbe
حرج	harj
حرص	tama
حرض	hrz
حرف	harf
حرفت	hirfat
حرفوں	harfon
حرفی	harfi
حرم	haram
حرماں	hurman
حرمت	hurmat
حرمتی	hurmati
حرمین	hrmin
حروف	huroof
حرکات	harkaat
حرکت	harkat
حرکتوں	harkato
حرکتی	harkati
حرکتیں	harkatein
حرکی	harki
حرکیات	harkiyaat
حرہ	hura
حریت	hurriyaat
حریر	hareer
حریصانہ	haresana
حریف	hareef
حریفانہ	hareefana
حریفوں	hareefon
حریم	hareem
حزب	hizab
حزم	hazam
حزن	hazan
حزیمت	hzimt
حزینہ	hazeena
حس	hiss
حساب	hisaab
حسابات	hisabaat
حسابداری	hisabdari
حسابی	hisabi
حساس	hassas
حساسیت	hsasit
حسام	hussam
حسان	hassan
حسب	hasb
حسبہ	husba
حسبۃ	husba
حسد	hasad
حسرت	hasrat
حسرتوں	hasratoon
حسن	husn
حسنا	husna
حسنين	hasnain
حسنہ	husna
حسنی	hasna
حسنین	hasnain
حسين	hussain
حسينوں	haseenon
حسی	hisi
حسیات	haasiyat
حسیت	haset
حسین	hussain
حسینہ	haseena
حسینی	hussaini
حسینیہ	hsinih
حسیں	haseen
حشر	hashar
حشرات	hashrat
حشم	hasham
حشمت	hashmat
حشیش	hasheesh
حصار	hisaar
حصاروں	hissaron
حصان	hisan
حصص	hasas
حصن	hasn
حصو	hso
حصول	husool
حصولی	hsoli
حصوں	hisson
حصہ	hissa
حصین	hesin
حصے	hissay
حضر	hazr
حضرات	hazraat
حضرت	hazrat
حضور	huzoor
حضوری	huzoori
حطاب	hattab
حطیم	hateem
حطین	hateen
حظ	hiz
حفاظ	hufaz
حفاظت	hifazat
حفاظتی	hifazati
حفص	hafs
حفصہ	hifsa
حفظ	hifz
حفظان	hifzaan
حفیظ	hafeez
حفیہ	haffia
حق	haq
حقائق	haqayiq
حقارت	hiqarat
حقانی	haqqani
حقانیت	hqanit
حقدار	haqdaar
حقو	haqu
حقوق	haqooq
حقيقت	haqeeqat
حقہ	huqqa
حقیر	haqeer
حقیقت	haqeeqat
حقیقتا	hqiqta
حقیقتوں	haqeeqaton
حقیقتیں	haqeqteen
حقیقی	haqeeqi
حقے	hukay
حكومت	hkomt
حل	hal
حلاج	hilaj
حلال	halal
حلاوت	halawat
حلبجہ	hlbj_h
حلبہ	halba
حلت	hilt
حلف	halaf
حلفی	halfi
حلفیہ	halfia
حلق	halaq
حلقوں	halqon
حلقہ	halqa
حلقۂ	halqa
حلقی	halqi
حلقے	halqay
حلمہ	halma
حلوان	halwan
حلول	halool
حلوں	hallon
حلوہ	yeh
حلہ	hulla
حلیف	haleef
حلیفوں	hlifon
حلیفہ	halifa
حلیم	haleem
حلیمہ	halima
حلیمی	haleemi
حلیہ	huliya
حلیے	hlie
حمائت	hmayt
حماد	hamad
حماس	hamas
حماعت	hamaet
حماقت	hamaqat
حماقتوں	hmaqton
حمام	hamaam
حمامہ	hamama
حمایت	himayat
حمایتی	himayati
حمایتیوں	hmaytyon
حمد	hamd
حمزہ	hamza
حمص	hummus
حمل	hamal
حملوں	hamlon
حملہ	hamla
حملے	hamlay
حمود	hamood
حميت	hamiyat
حمکران	jamhoori
حمیت	hamiyat
حمید	hammeed
حمیداللہ	hmidallh
حمیدہ	hamida
حمیدی	hamidi
حمیر	hamier
حمیرا	humaira
حمیرہ	hmirh
حمیمہ	hamima
حنا	hina
حنائی	hinaa_ii
حنبل	hanbal
حنبلی	hnbli
حنفی	hanfi
حنفیہ	hnfih
حنیف	hanif
حنیفہ	hanifa
حنین	hunain
حوا	hawa
حوادث	hawadis
حواری	hawari
حواریوں	hawarion
حواس	hawaas
حواسی	hawasi
حوال	hawal
حوالات	hawalaat
حوالدار	hawaldar
حوالوں	hawalon
حوالگی	hawalgi
حوالہ	hawala
حوالی	havali
حوالے	hawalay
حور	hoor
حوزہ	hozh
حوس	hose
حوصلوں	houslon
حوصلہ	hosla
حوصلے	hauslay
حوض	hoz
حول	hol
حویلی	hawiley
حویلیاں	hoylyan
حویلیوں	havaliyon
حيات	hayaat
حکام	hakkaam
حکایت	hekiyaat
حکایتیں	hikaytein
حکم	hukum
حکما	hkma
حکمت	hikmat
حکمتوں	hikmaton
حکمران	hukmaran
حکمرانون	hkmranon
حکمرانوں	hukmraanon
حکمرانی	hukmarani
حکمراں	hkmran
حکو	hko
حکومت	hukoomat
حکومتوں	hukoomaton
حکومتی	hakoomati
حکومتیں	hakoomaten
حکیم	hakeem
حکیمانہ	hakeemana
حکیماں	hkiman
حکیموں	hakeemon
حی	hi
حیا	haya
حیائی	hiyai
حیات	hayaat
حیاتی	hayati
حیاتیات	hayaatiyaat
حیاتیاتی	hayatiati
حیاتین	hayateen
حیاداری	hyadari
حیت	heet
حیثت	hist
حیثيت	hesiyat
حیثیت	hesiyat
حید	hid
حیدر	haider
حیدرآباد	hyderabad
حیدرآبادی	hidraabadi
حیدری	haidry
حیران	heran
حیرانگی	herangi
حیرانی	herani
حیرت	herat
حیسن	hesan
حیض	haiz
حیفا	hifa
حیفہ	hifh
حیلوں	hilon
حیلہ	heela
حیلے	heelay
حیوان	hewan
حیوانات	hewanat
حیوانی	hewani
حیوانیات	hewaniaat
حیی	hie
خ	kh
خا	kha
خائف	khaif
خاب	khab
خاتم	khatim
خاتمہ	khtama
خاتمۃ	khtama
خاتمی	khatmi
خاتمے	khatmay
خاتون	khatoon
خاتوں	khaton
خادم	khadim
خادموں	khadimon
خادمہ	khadima
خادمین	khadmin
خار	khaar
خارا	khaara
خاران	kharan
خارج	kharij
خارجہ	kharja
خارجی	kharji
خارجیت	kharjiyat
خاردار	khardaar
خارش	kharish
خارق	khariq
خاری	khari
خازن	khazen
خاشاک	khashaak
